fips,name_16,County,LessThanHighSchool,AtLeastHighSchool,AtLeastBS,GraduateDegreee,School_Enrollment,MedianEarnings,WhitePopulation,AfricanAmericanPopulation,NativeAmericanPopulation,AsianAmericanPopulatyion,OtherRaces,LatinoPopulation,ChildrenUnder6LivinginPoverty,Adults65andOlderLivinginPoverty,TotalPopulation,PreschoolEnrollmentRatioenrolledages3and4,PovertyRatebelowfederalpoverty.hreshold,GiniCoefficient,ChildPovertylivinginfamiliesbelowthepovertyline,Management.professional.and.related.occupations,Service.occupations,Sales.and.office.occupations,Farming.fishing.and.forestry.occupations,Construction.extraction.maintenance.and.repair.occupations,Production.transportation.and.material.moving.occupations,State,White,Black,Hispanic,Asian,Amerindian,Other,White_Asian,SIRE_homogeneity,median_age,lon,lat,Poor.physical.health.days,Poor.mental.health.days,Low.birthweight,Teen.births,Children.in.single.parent.households,Adult.smoking,Adult.obesity.percent,Adult.obesity.population,Diabetes.percent,Sexually.transmitted.infections,HIV.prevalence.rate,Uninsured,Unemployment,Violent.crime,Homicide.rate,Injury.deaths,Infant.mortality,CA,S,MAR,CFS,ACFS,MeanALC,MaxALC,Mixedness,elevation,annual_PRCP,winter_PRCP,summer_PRCP,spring_PRCP,autumn_PRCP,annual_TAVG,annual_TMAX,annual_TMIN,winter_TAVG,winter_TMAX,winter_TMIN,summer_TAVG,summer_TMAX,summer_TMIN,spring_TAVG,spring_TMAX,spring_TMIN,autumn_TAVG,autumn_TMAX,autumn_TMIN,nearest_county,temp,precip,temp_bins,lat_bins,lon_bins,precip_bins,elevation_bins
13153,Houston,"Houston County, Georgia",12.7,87.3,24.4,9.1,77.5,30824.91588,62.55,27.55,0.25,2.15,2.4,5.05,20.85,10.2,135405,53.5,12.5,0.407,18.05,37.9,15.55,24.15,0.45,10.7,11.25,Georgia,62.55,27.55,5.05,2.15,0.25,2.4,64.7,0.47074525,34.4,-83.6628559,32.4583811,3.3,2.4,0.09,45.1,0.364,0.204,0.299,40486,0.097,551,150.3,0.176,0.076,348.05,4.76,55.5,9.4,0.469922387,-0.043206266,0.559943991,2.12E-05,2.12E-05,5.05E-05,1.99E-04,-0.640575326,128,4813,1283,1392,1077,1061,641,760,523,474,591,357,800,909,691,637,767,507,651,768,535,13153,17.83333333,1222.502,"(16.6,18.5]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(105,167]"
13155,Irwin,"Irwin County, Georgia",29.7,70.3,9.2,5.2,67.45,19658.06318,70.1,25.45,0.05,0.3,0.35,3.7,26.25,22.15,9838,53.2,28.75,0.436,33.25,24.3,14.35,18.2,7.9,9.05,26.25,Georgia,70.1,25.45,3.7,0.3,0.05,0.35,70.4,0.55756175,37.3,-83.2770374,31.6043062,3.1,,0.15,56.2,0.361,,0.31,3050,0.123,537.2,220.1,0.244,0.119,279.07,,64.3,,-0.454928316,-1.698403396,0.997054408,2.29E-06,2.29E-06,2.46E-04,6.11E-04,0.271060416,30.5,4667,1240,1463,1039,925,,,,,,,,,,,,,,,,13155,,1185.418,,"[19.6,31.7]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
13157,Jackson,"Jackson County, Georgia",21.1,78.9,17.7,7.6,75.55,29518.32445,84.25,7.05,0.2,1.55,1.5,5.45,24.85,15,59564.5,39.8,14.9,0.41,19.15,28.65,15.75,24.4,0.55,14.25,16.4,Georgia,84.25,7.05,5.45,1.55,0.2,1.5,85.8,0.718216,36,-83.5651332,34.134157,3.9,4.3,0.08,49.2,0.265,0.243,0.264,15725,0.093,217.1,87.6,0.212,0.087,146.76,4.35,78.6,8.2,0.647310545,-0.333279355,0.488355102,2.43E-05,2.43E-05,2.24E-05,1.01E-04,-0.781054203,,,,,,,,,,,,,,,,,,,,,,,,,,"(33.8,35.6]","(-84.5,-82.1]",,
13159,Jasper,"Jasper County, Georgia",21.7,78.3,13.3,5.6,70.2,25363.06095,72.7,22.2,0.4,0.1,1.05,3.55,17.6,17.95,13744,36.5,18.05,0.451,27.6,21.6,17.15,22.6,4.35,15.1,19.25,Georgia,72.7,22.2,3.55,0.1,0.4,1.05,72.8,0.5792005,38.1,-83.6878919,33.3149051,4.3,,0.09,54.1,0.381,0.21,0.298,4096,0.118,324.1,402.4,0.239,0.096,205.6,,71.6,,-0.768776022,-0.830128095,0.512782833,1.75E-06,1.75E-06,4.95E-05,2.33E-04,-0.801163926,157.9,4589,1238,1219,1104,1028,611,752,471,438,579,297,776,904,649,605,757,453,622,764,481,13159,16.16666667,1165.606,"(14.9,16.6]","(31.7,33.8]","(-84.5,-82.1]","(1.12e+03,1.19e+03]","(105,167]"
13161,Jeff Davis,"Jeff Davis County, Georgia",24.8,75.2,11.5,3.6,69.3,24246.91016,74.45,15.3,0.15,0.35,0.55,9.25,34,20.95,14190,44,23.1,0.406,27.25,23.4,13.75,17.85,5.7,13.55,25.7,Georgia,74.45,15.3,9.25,0.35,0.15,0.55,74.8,0.58629025,36.5,-82.6368248,31.8116153,5.4,4.2,0.1,89.8,0.363,0.17,0.285,4044,0.117,494.7,224.6,0.255,0.139,328.41,,109.9,,-0.43081588,-1.598355193,0.72695783,-4.04E-05,4.04E-05,2.00E-04,6.33E-04,0.007980273,76.2,4855,1192,1607,1044,1012,661,781,540,503,627,380,808,917,700,657,788,526,670,791,550,13161,18.94444444,1233.17,"(18.5,25.2]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(38.9,105]"
13163,Jefferson,"Jefferson County, Georgia",27.4,72.6,8.7,2.5,72.85,24012.10349,41.85,54.6,0.05,0.35,0.6,2.6,45.35,27.1,16705,47.2,27.6,0.446,41.5,22.45,23.2,20.35,2.45,9.7,21.9,Georgia,41.85,54.6,2.6,0.35,0.05,0.6,42.2,0.47398275,38.1,-82.4190497,33.0518742,4.3,3.6,0.13,72.4,0.514,0.151,0.378,6314,0.141,701.6,274,0.225,0.139,223.14,9.28,79.2,,-1.037252012,-2.192183278,0.687725305,-1.45E-04,1.45E-04,3.17E-04,0.001189281,0.745326824,98.1,4506,1194,1295,1044,973,640,760,520,473,593,353,801,909,693,634,765,503,649,770,529,13163,17.77777778,1144.524,"(16.6,18.5]","(31.7,33.8]","(-84.5,-82.1]","(1.12e+03,1.19e+03]","(38.9,105]"
13165,Jenkins,"Jenkins County, Georgia",29.4,70.6,12.8,4.9,75.2,21246.14603,55.8,37.3,0.15,0.2,0.5,6.05,22.95,22.8,8436,23.5,19.8,0.505,25.2,22.25,11.4,29.8,2.55,16.75,17.25,Georgia,55.8,37.3,6.05,0.2,0.15,0.5,56,0.4541845,40.1,-81.9715244,32.7945631,,,0.11,71.6,0.569,,0.319,2691,0.135,699.6,258.2,0.258,0.172,,,78.6,,-0.284311778,-1.821530194,0.926398994,-1.06E-04,1.06E-04,3.32E-04,0.001286001,0.892452762,85.3,4460,1166,1319,1037,938,644,759,528,481,595,368,797,907,688,640,762,518,654,770,537,13165,18,1132.84,"(16.6,18.5]","(31.7,33.8]","(-82.1,-78.2]","(1.12e+03,1.19e+03]","(38.9,105]"
13167,Johnson,"Johnson County, Georgia",34.5,65.5,8.9,2.9,66.95,20483.93778,61.05,36.7,0.1,0.4,0.45,1.3,49.5,30.15,9591,25.9,27.35,0.523,38.5,21,18.4,18.75,1.95,13.7,26.3,Georgia,61.05,36.7,1.3,0.4,0.1,0.45,61.45,0.5076055,40.3,-82.6613536,32.6898312,5.6,4.8,0.11,63.8,0.365,0.149,0.325,3117,0.134,421.1,419.2,0.215,0.13,422.19,,66.2,,-1.426163153,-2.141138884,0.894884812,-1.39E-04,1.39E-04,3.54E-04,0.00111209,1.067411553,94.8,4881,1237,1488,1109,1047,634,765,504,466,595,337,796,914,677,628,769,487,645,778,512,13167,17.44444444,1239.774,"(16.6,18.5]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(38.9,105]"
13169,Jones,"Jones County, Georgia",14.6,85.4,17.2,5.9,77.55,28395.92984,73.2,23.95,0.1,0.6,0.9,1.2,13.2,24.2,27962.5,61.5,13.85,0.406,15.55,30.5,16.65,25.05,0.6,13.5,13.7,Georgia,73.2,23.95,1.2,0.6,0.1,0.9,73.8,0.59344625,38.9,-83.5623393,33.0202261,4.8,4.4,0.11,26.7,0.323,0.233,0.31,8668,0.13,157.8,66.3,0.182,0.086,109.82,,70,12.7,0.176814921,-0.561880851,0.918417999,1.06E-04,1.06E-04,1.06E-04,6.00E-04,0.373920538,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-84.5,-82.1]",,
13171,Lamar,"Lamar County, Georgia",23.8,76.2,9.7,3.8,73.4,22100.66508,66.8,30,0.2,0.2,1.05,1.75,35.5,17.6,17663.5,26.5,20.7,0.425,28.25,25.2,14.7,25.15,1.25,12.45,21.3,Georgia,66.8,30,1.75,0.2,0.2,1.05,67,0.5366485,37.7,-84.1467206,33.0744604,,,0.11,36.6,0.31,,0.332,5864,0.118,593.6,120.3,0.21,0.106,462.87,,70.7,,-0.910804601,-1.145049899,0.545967508,-1.76E-05,1.76E-05,1.09E-04,3.15E-04,-0.545956279,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-84.5,-82.1]",,
13173,Lanier,"Lanier County, Georgia",23.2,76.8,9.4,3.9,64.7,20739.99143,69.35,23.75,0.2,1.4,1.55,3.75,38.7,11.8,9022.5,51.7,20.1,0.448,28.05,20.8,22.9,21.7,1.7,15.35,17.5,Georgia,69.35,23.75,3.75,1.4,0.2,1.55,70.75,0.539195,33.4,-83.0631635,31.0381973,4.6,4.5,0.09,53.2,0.47,0.197,0.292,2635,0.112,403.7,133,0.272,0.077,211.76,,53.2,,-1.418706366,-1.138252644,0.726404757,-4.63E-06,4.63E-06,1.20E-04,4.28E-04,-0.351789715,,,,,,,,,,,,,,,,,,,,,,,,,,"[19.6,31.7]","(-84.5,-82.1]",,
13175,Laurens,"Laurens County, Georgia",20.4,79.6,15.9,6.6,74.9,26390.63873,60.7,35.2,0.25,1.05,0.85,2,27.95,22.65,47972,44.7,21.45,0.468,29.1,27.7,16.7,24.4,0.7,10.75,19.85,Georgia,60.7,35.2,2,1.05,0.25,0.85,61.75,0.49294175,37.8,-82.9263171,32.3932197,4,3.6,0.11,62.4,0.428,0.212,0.352,16886,0.118,713.3,414.1,0.192,0.117,405.57,6.3,72.9,8.2,-0.324107612,-1.215589527,0.635183199,-2.06E-05,2.06E-05,9.90E-05,3.11E-04,-0.437044461,70.1,4730,1233,1452,1004,1041,645,767,522,477,594,359,806,920,692,640,774,505,653,776,529,13175,18.05555556,1201.42,"(16.6,18.5]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(38.9,105]"
13177,Lee,"Lee County, Georgia",16.6,83.4,19.2,8.8,82.3,31543.0327,76.5,17.95,0.2,1.65,1.75,1.9,8.5,9.65,30579.5,56.6,8.15,0.392,9.75,35.15,10.85,28.1,0.8,11.25,13.9,Georgia,76.5,17.95,1.9,1.65,0.2,1.75,78.15,0.61838875,35.6,-84.1466814,31.8184185,3.5,3.3,0.09,36.1,0.242,0.229,0.308,9418,0.111,255.5,92.9,0.158,0.074,168.53,,61.5,9.5,0.643492663,0.246344709,0.694847631,9.32E-06,9.32E-06,8.60E-05,3.54E-04,-0.445541514,79.2,4946,1340,1502,1124,980,652,766,538,489,607,371,806,906,705,648,770,526,664,780,548,13177,18.44444444,1256.284,"(16.6,18.5]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(38.9,105]"
13179,Liberty,"Liberty County, Georgia",11.3,88.7,16.3,5.5,64,25732.55461,44.75,41,0.5,1.85,3.6,8.35,29.3,15,62223.5,41.2,17.65,0.397,24.65,24.25,21,27.95,0,12.6,14.3,Georgia,44.75,41,8.35,1.85,0.5,3.6,46.6,0.37699175,27.3,-81.4579687,31.8072445,4.6,3.1,0.09,66.1,0.368,0.263,0.331,20596,0.102,557.7,243.1,0.199,0.097,402.33,7.59,65.3,10,-0.390804629,-0.891821337,0.663927731,1.37E-05,1.37E-05,9.27E-05,3.84E-04,-0.448738489,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-82.1,-78.2]",,
13181,Lincoln,"Lincoln County, Georgia",22.6,77.4,9.7,3.3,72.75,24526.36826,65.05,31.75,0.35,0.5,1.5,0.8,38.7,28.7,8017,54.1,24.6,0.443,37.35,18.65,24.8,21,0.7,13.3,21.65,Georgia,65.05,31.75,0.8,0.5,0.35,1.5,65.55,0.52428275,43.8,-82.4482992,33.7921507,2.3,1.5,0.11,38.8,0.506,0.441,0.354,2838,0.137,279.8,153,0.238,0.103,,,86.2,,0.127753067,-1.726225526,1.041565376,2.40E-05,2.40E-05,2.96E-04,0.001716129,0.548899184,,,,,,,,,,,,,,,,,,,,,,,,,,"(33.8,35.6]","(-84.5,-82.1]",,
13183,Long,"Long County, Georgia",21.3,78.7,9.1,1.5,63.1,21727.87334,61.4,24.55,0.5,0.4,2.3,10.85,16.25,18.7,12929,40.4,16.45,0.366,22.75,20.05,16.25,21.3,0,23.45,18.95,Georgia,61.4,24.55,10.85,0.4,0.5,2.3,61.8,0.4496085,29.8,-81.7428697,31.7495633,3.3,,0.09,41,0.409,,0.305,3943,0.101,336.9,41.1,0.261,0.071,,,65.6,,-0.886608184,-0.622763002,0.835329213,5.87E-05,5.87E-05,6.28E-05,4.61E-04,-0.069758754,28,4957,1068,1782,976,1131,679,789,569,534,648,419,814,912,715,674,795,552,692,797,587,13183,19.94444444,1259.078,"(18.5,25.2]","(31.7,33.8]","(-82.1,-78.2]","(1.19e+03,1.27e+03]","[-12.3,38.9]"
13185,Lowndes,"Lowndes County, Georgia",17.1,82.9,22.3,8.3,73.15,22158.75683,57.9,34.55,0.3,1.3,2,3.95,26.25,14.15,105836.5,44.6,20.75,0.459,25.35,29.2,18.65,29.75,0.6,9.45,12.4,Georgia,57.9,34.55,3.95,1.3,0.3,2,59.2,0.4567495,30.1,-83.2689668,30.8336801,4.2,3.2,0.11,48.7,0.413,0.246,0.313,33127,0.111,1242.3,437,0.243,0.087,307.92,6.12,46,13.5,-0.263710759,-1.143808239,0.819963444,4.64E-05,4.64E-05,1.35E-04,7.29E-04,0.012115097,70.6,5240,1210,1898.5,1063,1068.5,671,786,555.5,523,641,404.5,806,909,703,664,790.5,537.5,686.5,800,573.5,13185,19.5,1330.96,"(18.5,25.2]","[19.6,31.7]","(-84.5,-82.1]","(1.27e+03,1.39e+03]","(38.9,105]"
13187,Lumpkin,"Lumpkin County, Georgia",19.1,80.9,19.5,6.8,84.4,22225.21588,91.25,1.45,0.8,0.6,1.35,4.5,18.65,11.1,28191.5,42.6,15.3,0.423,15.9,26.95,17.2,29.45,0.15,13.85,12.35,Georgia,91.25,1.45,4.5,0.6,0.8,1.35,91.85,0.83517375,35.5,-83.9988275,34.5681492,1.4,2.5,0.07,25.7,0.282,,0.288,8119,0.091,149.8,62.5,0.242,0.093,285.2,,62.4,,0.124889915,0.189530338,0.723115113,2.50E-05,2.50E-05,9.33E-05,4.01E-04,-0.314434132,445,6143,1799,1446,1437,1461,568,696,440,402,524,280,731,849,613,558,698,417,580,710,450,13187,13.77777778,1560.322,"(13.6,14.9]","(33.8,35.6]","(-84.5,-82.1]","(1.39e+03,4.3e+03]","(396,572]"
13189,McDuffie,"McDuffie County, Georgia",29.9,70.1,11.5,4.3,75.5,22197.39048,57.75,38.75,0.3,0.2,0.9,2.15,26.8,21.9,21749.5,43.5,20.7,0.447,30.2,21.6,22.6,22.3,0.25,14.15,19.1,Georgia,57.75,38.75,2.15,0.2,0.3,0.9,57.95,0.48421875,37.6,-82.473188,33.4824637,5.5,3.6,0.12,70.2,0.506,0.243,0.325,7069,0.147,669,150.1,0.199,0.102,259.38,7.27,92.1,11.9,-0.529055435,-1.798806143,0.656216518,-1.10E-04,1.10E-04,1.66E-04,4.51E-04,0.186819643,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-84.5,-82.1]",,
13191,McIntosh,"McIntosh County, Georgia",24.9,75.1,15,6.3,73.4,23319.17175,62.1,35.05,0.15,0.35,1.05,1.3,24.2,13.1,12800.5,55.5,17.05,0.446,24.05,25.2,20.8,23.55,3.55,14.1,12.8,Georgia,62.1,35.05,1.3,0.35,0.15,1.05,62.45,0.508785,42.9,-81.3701993,31.4829776,4,3,0.1,56.1,0.589,0.291,0.315,4032,0.135,444.6,299.6,0.225,0.106,383.59,,65.1,,-1.090127609,-1.235801001,0.616793167,-1.60E-05,1.60E-05,1.07E-04,2.58E-04,-0.466686951,3,5057,1049,1768,942,1298,677,761,593,528,620,436,815,890,740,664,752,576,698,778,619,13191,19.83333333,1284.478,"(18.5,25.2]","[19.6,31.7]","(-82.1,-78.2]","(1.27e+03,1.39e+03]","[-12.3,38.9]"
13193,Macon,"Macon County, Georgia",32.5,67.5,10.7,4.8,74.45,20847.58889,34.95,60.4,0.1,1.65,0.7,2.2,51.25,27.85,14068.5,48.5,31.65,0.46,42.3,25.6,17.65,15.55,5.3,10.85,25.05,Georgia,34.95,60.4,2.2,1.65,0.1,0.7,36.6,0.4877725,37,-84.0521624,32.3662155,,,0.13,56.2,0.447,0.35,0.342,4811,0.143,381.8,458.1,0.25,0.147,347.07,,71.4,,-2.628044221,-2.509897704,0.857658601,-2.46E-04,2.46E-04,3.96E-04,0.00131663,1.646309158,91.1,4607,1228,1270,1074,1035,,,,,,,,,,,,,,,,13193,,1170.178,,"(31.7,33.8]","(-84.5,-82.1]","(1.12e+03,1.19e+03]","(38.9,105]"
13195,Madison,"Madison County, Georgia",27.1,72.9,12.9,5.1,75.85,27169.17556,86.05,8.45,0.25,0.5,1.2,3.55,29.35,18.65,27927.5,56.1,17.35,0.419,21.15,27.5,16.7,24.15,0.45,15.8,15.45,Georgia,86.05,8.45,3.55,0.5,0.25,1.2,86.55,0.749036,38.7,-83.2036369,34.1284855,4.6,4.6,0.09,49.9,0.325,0.254,0.317,8853,0.118,240,51.9,0.227,0.068,575.14,5.18,98.6,,-0.231358711,-0.916317842,0.59811884,6.13E-06,6.13E-06,6.58E-05,1.77E-04,-0.632013297,237.7,4848,1353,1146,1148,1201,605,717,493,431,536,327,774,884,664,596,717,475,614,726,502,13195,15.83333333,1231.392,"(14.9,16.6]","(33.8,35.6]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(216,259]"
13197,Marion,"Marion County, Georgia",19.8,80.2,6.8,2.9,72.55,24779.64603,57.4,32.9,0.25,0.6,1.6,7.25,64.75,11.55,7884,42,25.45,0.418,45.35,18.9,22.6,16.1,0.8,14.3,27.3,Georgia,57.4,32.9,7.25,0.6,0.25,1.6,58,0.4432715,40.6,-84.5295606,32.3595381,5.8,4.7,0.1,66.4,0.511,,0.319,2515,0.141,285.8,139.6,0.241,0.081,,,71.4,,-0.709079849,-1.82921392,0.87436506,-5.46E-05,5.46E-05,2.59E-04,8.34E-04,0.403039559,196.9,5038,1377,1375,1195,1091,,,,,,,,,,,,,,,,13197,,1279.652,,"(31.7,33.8]","(-84.5,-82.1]","(1.27e+03,1.39e+03]","(167,216]"
13199,Meriwether,"Meriwether County, Georgia",27.2,72.8,9.7,3.9,74.2,22745.6127,57.25,39.75,0.25,0.3,1,1.45,35.45,12.1,22425,42.6,17.1,0.413,24.7,20.4,16.45,21.9,1.7,13.2,26.3,Georgia,57.25,39.75,1.45,0.3,0.25,1,57.55,0.486088,38.9,-84.6632794,33.0302196,3.5,3.2,0.1,57.9,0.461,0.194,0.323,7243,0.132,444.1,220.8,0.213,0.113,243.61,7.62,79.3,,-1.835812945,-1.192911348,0.540053985,-1.08E-05,1.08E-05,9.15E-05,2.60E-04,-0.625759495,222.5,4778,1318,1156,1213,1091,,,,,,,,,,,,,,,,13199,,1213.612,,"(31.7,33.8]","(-87.2,-84.5]","(1.19e+03,1.27e+03]","(216,259]"
13201,Miller,"Miller County, Georgia",26.6,73.4,9.4,4,74.6,25056.3854,69,28.9,0.15,0.2,0.9,0.85,19.45,16.95,6145.5,54.4,17.9,0.479,21.1,25.25,17.9,21.5,8.05,9.8,17.5,Georgia,69,28.9,0.85,0.2,0.15,0.9,69.2,0.5597805,39,-84.7303856,31.1629079,2.4,2.4,0.1,56.4,0.445,,0.316,1942,0.144,732.8,90.7,0.215,0.063,162.19,,75.1,,-0.315194545,-1.06329213,0.773766022,3.71E-05,3.71E-05,1.24E-04,6.21E-04,-0.11952729,46.6,,,,,,670,787,553,525,641,409,808,915,702,666,794,538,680,798,563,13201,19.44444444,,"(18.5,25.2]","[19.6,31.7]","(-87.2,-84.5]",,"(38.9,105]"
13205,Mitchell,"Mitchell County, Georgia",34,66,9.6,3,73.5,23940.78603,47.7,47.25,0.2,0.45,0.8,3.65,32.9,14.85,23653,34.9,21.5,0.44,27.4,23.15,17.45,21.65,4.15,12.4,21.25,Georgia,47.7,47.25,3.65,0.45,0.2,0.8,48.15,0.45220575,37.2,-84.1924067,31.2289404,3.8,,0.11,84.1,0.476,0.169,0.313,7403,0.129,660.6,410.7,0.218,0.09,523,,62.5,9.6,-1.372098787,-1.618007078,0.666373799,-3.71E-05,3.71E-05,1.65E-04,5.88E-04,-0.164928048,53.3,5207,1402,1633,1193,979,657,767,547,503,617,389,801,896,706,651,769,532,671,785,557,13205,18.72222222,1322.578,"(18.5,25.2]","[19.6,31.7]","(-84.5,-82.1]","(1.27e+03,1.39e+03]","(38.9,105]"
13207,Monroe,"Monroe County, Georgia",19.3,80.7,19,7,74,28173.31937,71.65,24.65,0.1,0.4,1.25,1.9,22.55,12.45,25576,51.4,12.05,0.438,15.05,29.2,14.4,27.05,1.95,12.4,15.05,Georgia,71.65,24.65,1.9,0.4,0.1,1.25,72.05,0.57466875,40,-83.9229376,33.0174352,3.8,2,0.11,33.5,0.325,0.285,0.326,8338,0.123,319.2,83.5,0.18,0.082,156.2,6.21,56.5,,0.907526214,-0.420197293,0.65064029,4.80E-05,4.80E-05,4.65E-05,2.47E-04,-0.398728051,137.2,4681,1300,1234,1113,1034,,,,,,,,,,,,,,,,13207,,1188.974,,"(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(105,167]"
13209,Montgomery,"Montgomery County, Georgia",18.7,81.3,15.5,5.5,77.7,23000.56476,68.05,25.8,0.05,0.5,0.55,5.05,38.35,20.25,9031,31.9,19.2,0.454,23.25,29.3,16.95,17,6.6,14.55,15.6,Georgia,68.05,25.8,5.05,0.5,0.05,0.55,68.55,0.53225,35.6,-82.5333487,32.1721081,3.1,3.5,0.11,45.9,0.402,,0.327,2953,0.123,540.5,92.6,0.239,0.101,,,70,,-1.466775193,-1.144932971,0.642144337,1.96E-06,1.96E-06,1.11E-04,3.67E-04,-0.493439909,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-84.5,-82.1]",,
13211,Morgan,"Morgan County, Georgia",21.1,78.9,23.8,8.6,82.4,25928.85715,71.65,24,0.25,0.65,1.15,2.3,22.05,14,17994,65,15,0.529,18.15,36.15,14.15,22.2,2.8,12.2,12.6,Georgia,71.65,24,2.3,0.65,0.25,1.15,72.3,0.571682,40.6,-83.4923244,33.5937317,,,0.09,37.8,0.263,0.15,0.315,5668,0.136,356.3,131.4,0.208,0.08,148.87,,55.2,,0.690953881,-0.320828532,0.736459048,5.63E-05,5.63E-05,5.39E-05,6.13E-04,-0.229576616,,,,,,,,,,,,,,,,,,,,,,,,,,"(31.7,33.8]","(-84.5,-82.1]",,
13213,Murray,"Murray County, Georgia",33.8,66.2,6.7,3.1,72,26488.20445,85.4,0.7,0.25,0.3,1.1,12.3,23.4,15.5,40081.5,36.9,16.6,0.409,22.2,18.8,10.6,19.65,1.05,14.25,35.6,Georgia,85.4,0.7,12.3,0.3,0.25,1.1,85.7,0.74463025,35.4,-84.7379899,34.7970974,5.2,5.2,0.08,75.7,0.276,0.264,0.277,11103,0.116,250.3,56.6,0.245,0.123,141.29,,79.6,7.2,-0.365963557,-0.999224774,1.082534078,7.37E-05,7.37E-05,1.33E-04,6.85E-04,0.483534611,216.4,5354,1412,1363,1337,1242,597,715,478,418,527,308,769,881,657,588,715,462,608,734,482,13213,15.38888889,1359.916,"(14.9,16.6]","(33.8,35.6]","(-87.2,-84.5]","(1.27e+03,1.39e+03]","(167,216]"
13215,Muscogee,"Muscogee County, Georgia",16.2,83.8,21.6,8.3,71.05,25412.75492,45.1,44.85,0.3,2,2.5,5.25,31.75,12.7,189311,58.3,18.45,0.472,26.4,33.95,19.75,27.3,0.25,7.3,11.55,Georgia,45.1,44.85,5.25,2,0.3,2.5,47.1,0.4083435,33.5,-84.874946,32.510197,3.9,3.8,0.11,67.9,0.484,0.225,0.358,67773,0.125,873.2,487.6,0.187,0.091,544.77,11.38,61.9,13.6,-0.882237313,-1.374027045,0.94415391,5.47E-06,5.47E-06,2.24E-04,6.38E-04,0.167862549,126.05,4818.5,1308.5,1261.5,1242.5,1006,650.5,763.5,537.5,482.5,596,369.5,809,913,705,645,768,522,661.5,773.5,549,13215,18.36111111,1223.899,"(16.6,18.5]","(31.7,33.8]","(-87.2,-84.5]","(1.19e+03,1.27e+03]","(105,167]"
13217,Newton,"Newton County, Georgia",16.6,83.4,19.4,6.8,76.2,29224.05238,55.85,36.9,0.25,1,1.9,4.1,15.9,7.4,97017,43.9,12.1,0.395,16,29.15,14.45,27.45,0.35,13.4,15.25,Georgia,55.85,36.9,4.1,1,0.25,1.9,56.85,0.4502315,33.9,-83.8551891,33.5440455,3.3,2.6,0.1,48.8,0.393,0.212,0.317,30754,0.112,636.8,172.4,0.213,0.103,378.48,6.15,57.6,6.8,-0.772758673,-0.220702155,0.704226787,4.09E-05,4.09E-05,5.38E-05,2.14E-04,-0.348560744,234.4,4842,1299,1293,1124,1126,619,728,510,443,548,338,787,888,686,614,735,493,629,737,520,13217,16.61111111,1229.868,"(14.9,16.6]","(31.7,33.8]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(216,259]"
13219,Oconee,"Oconee County, Georgia",11.3,88.7,44.9,23,85.85,34309.59842,86.25,5.8,0.05,2.55,1.25,4.15,10.2,9.2,32115,67.5,7.15,0.44,8.15,47.45,13.1,22.7,0.5,7.35,8.8,Georgia,86.25,5.8,4.15,2.55,0.05,1.25,88.8,0.74979925,38.9,-83.4377284,33.8341247,2,,0.08,14.7,0.204,0.128,0.267,8575,0.096,188.8,32.8,0.15,0.055,233.69,,38.8,,1.535655131,1.12859445,0.762907604,-1.42E-04,1.42E-04,2.46E-04,0.000885082,0.663848225,240.95,4888.5,1315.5,1302,1118.5,1152.5,612.5,723.5,501.5,438.5,544,334,780,886.5,673.5,606,725.5,486,622.5,735,510.5,13219,16.25,1241.679,"(14.9,16.6]","(33.8,35.6]","(-84.5,-82.1]","(1.19e+03,1.27e+03]","(216,259]"
13221,Oglethorpe,"Oglethorpe County, Georgia",24.3,75.7,11.7,6.1,79.45,24923.38476,77,18.1,0.1,0.4,1.1,3.25,19.65,18.2,14413,71.3,18.05,0.427,19.35,25.35,15.45,26.8,2.15,14.3,15.95,Georgia,77,18.1,3.25,0.4,0.1,1.1,77.4,0.62685525,40.5,-83.0740805,33.8668062,5.4,4.3,0.08,34.8,0.231,0.249,0.289,4165,0.117,204.3,71.4,0.246,0.067,366.51,,77,,-0.248085487,-0.529309375,0.84135406,5.25E-05,5.25E-05,5.31E-05,1.56E-04,-0.114956347,221.3,,,,,,613,732,493,438,554,322,781,893,669,605,731,478,624,746,502,13221,16.27777778,,"(14.9,16.6]","(33.8,35.6]","(-84.5,-82.1]",,"(216,259]"
